,Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,month,day
3620,72887578,1,2017-08-29 22:13:54,2017-08-29 22:25:52,1,2.9,1,N,170,262,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36,August,Tuesday
3621,14390181,1,2017-02-23 09:00:16,2017-02-23 09:11:53,1,1.9,1,N,236,239,1,9.5,0.0,0.5,1.0,0.0,0.3,11.3,February,Thursday
3622,61300641,1,2017-07-19 09:14:39,2017-07-19 09:34:43,1,1.2,1,N,107,229,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8,July,Wednesday
3623,56707979,2,2017-07-02 04:00:11,2017-07-02 04:32:18,4,8.81,1,N,50,61,1,29.5,0.5,0.5,6.16,0.0,0.3,36.96,July,Sunday
3624,49900239,1,2017-06-13 12:51:35,2017-06-13 13:04:51,2,1.2,1,N,264,264,1,9.5,0.0,0.5,2.05,0.0,0.3,12.35,June,Tuesday
3625,65715428,1,2017-08-03 11:40:00,2017-08-03 11:58:28,1,2.4,1,N,113,161,1,13.0,0.0,0.5,2.75,0.0,0.3,16.55,August,Thursday
3626,82455405,2,2017-10-01 08:44:29,2017-10-01 08:55:45,2,3.15,1,N,166,143,1,11.5,0.0,0.5,2.0,0.0,0.3,14.3,October,Sunday
3627,49624068,1,2017-06-12 09:07:14,2017-06-12 09:21:55,1,1.8,1,N,141,161,1,11.0,0.0,0.5,2.0,0.0,0.3,13.8,June,Monday
3628,101119351,2,2017-11-30 04:06:17,2017-11-30 04:17:52,1,3.21,1,N,48,114,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,November,Thursday
3629,53439444,1,2017-06-23 11:01:00,2017-06-23 11:24:29,1,2.2,1,N,224,125,2,15.0,0.0,0.5,0.0,0.0,0.3,15.8,June,Friday
3630,25776698,2,2017-03-29 14:20:39,2017-03-29 14:26:49,3,0.71,1,N,239,143,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,March,Wednesday
3631,26678965,2,2017-04-01 03:56:14,2017-04-01 04:03:49,1,0.84,1,N,144,148,1,7.0,0.5,0.5,0.0,0.0,0.3,8.3,April,Saturday
3632,87114232,2,2017-10-16 10:51:13,2017-10-16 11:15:23,1,2.97,1,N,170,239,1,16.5,0.0,0.5,3.46,0.0,0.3,20.76,October,Monday
3633,41847490,2,2017-05-10 19:17:52,2017-05-10 19:21:05,5,0.5,1,N,234,68,1,4.0,1.0,0.5,0.87,0.0,0.3,6.67,May,Wednesday
3634,44042042,1,2017-05-21 00:10:11,2017-05-21 00:21:49,1,1.4,1,N,246,186,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,May,Sunday
3635,64474233,1,2017-07-29 22:59:30,2017-07-29 23:24:11,1,3.9,1,N,148,37,1,18.5,0.5,0.5,1.2,0.0,0.3,21.0,July,Saturday
3636,2481069,2,2017-01-10 10:23:12,2017-01-10 10:35:39,1,0.55,1,N,79,211,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16,January,Tuesday
3637,38498133,2,2017-05-06 08:04:20,2017-05-06 08:13:55,1,3.25,1,N,237,226,1,11.5,0.0,0.5,0.0,0.0,0.3,12.3,May,Saturday
3638,39809557,2,2017-05-17 10:25:37,2017-05-17 10:30:08,1,0.99,1,N,75,74,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,May,Wednesday
3639,8726728,1,2017-02-05 13:03:09,2017-02-05 13:13:01,1,2.6,1,N,237,170,1,10.5,0.0,0.5,2.25,0.0,0.3,13.55,February,Sunday
3640,89650653,2,2017-10-24 10:01:38,2017-10-24 10:11:52,1,1.29,1,N,100,90,1,8.5,0.0,0.5,2.32,0.0,0.3,11.62,October,Tuesday
3641,56889791,2,2017-07-03 02:00:20,2017-07-03 02:10:36,1,1.83,1,N,249,148,1,9.0,0.5,0.5,2.06,0.0,0.3,12.36,July,Monday
3642,30816528,2,2017-04-15 22:04:38,2017-04-15 22:13:04,2,1.35,1,N,142,141,2,7.5,0.5,0.5,0.0,0.0,0.3,8.8,April,Saturday
3643,86727669,1,2017-10-14 23:06:52,2017-10-14 23:12:43,1,0.7,1,N,230,161,2,5.5,0.5,0.5,0.0,0.0,0.3,6.8,October,Saturday
3644,87826717,2,2017-10-18 15:18:52,2017-10-18 15:40:50,1,1.43,1,N,239,236,1,13.5,0.0,0.5,3.58,0.0,0.3,17.88,October,Wednesday
3645,102146278,2,2017-12-03 00:10:27,2017-12-03 00:44:47,1,5.05,1,N,144,37,1,24.5,0.5,0.5,3.0,0.0,0.3,28.8,December,Sunday
3646,37858102,1,2017-05-04 14:29:02,2017-05-04 14:51:28,1,3.3,1,N,162,158,1,16.0,0.0,0.5,3.35,0.0,0.3,20.15,May,Thursday
3647,58805508,1,2017-07-10 20:14:38,2017-07-10 20:28:08,4,1.6,1,N,164,237,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,July,Monday
3648,30655262,2,2017-04-15 12:16:57,2017-04-15 12:28:05,1,1.94,1,N,127,243,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8,April,Saturday
3649,87083400,1,2017-10-16 08:19:23,2017-10-16 08:30:04,1,1.3,1,N,113,164,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3,October,Monday
3650,62762322,1,2017-07-24 07:59:47,2017-07-24 08:08:06,1,1.5,1,N,142,170,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55,July,Monday
3651,21805350,2,2017-03-16 19:58:15,2017-03-16 20:42:23,2,9.05,1,N,138,164,1,36.5,1.0,0.5,8.77,5.54,0.3,52.61,March,Thursday
3652,80148138,2,2017-09-23 20:21:54,2017-09-23 20:28:26,1,0.88,1,N,234,249,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,September,Saturday
3653,83103586,1,2017-10-03 16:33:08,2017-10-03 16:38:09,1,0.8,1,N,236,236,2,5.5,1.0,0.5,0.0,0.0,0.3,7.3,October,Tuesday
3654,72701437,1,2017-08-29 11:41:21,2017-08-29 11:52:30,1,1.2,1,N,48,162,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3,August,Tuesday
3655,95119006,1,2017-11-10 00:13:08,2017-11-10 00:26:51,1,1.7,1,N,230,141,1,10.0,0.5,0.5,2.25,0.0,0.3,13.55,November,Friday
3656,45632788,1,2017-05-27 19:38:05,2017-05-27 19:47:45,1,2.2,1,N,75,42,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3,May,Saturday
3657,78775769,2,2017-09-19 09:39:47,2017-09-19 09:55:35,1,2.01,1,N,236,142,1,11.5,0.0,0.5,3.0,0.0,0.3,15.3,September,Tuesday
3658,65420376,1,2017-08-02 12:51:39,2017-08-02 13:20:26,1,1.2,1,N,237,161,2,17.0,0.0,0.5,0.0,0.0,0.3,17.8,August,Wednesday
3659,16336525,1,2017-03-10 14:33:35,2017-03-10 15:50:40,1,19.1,2,N,132,230,2,52.0,0.0,0.5,0.0,5.54,0.3,58.34,March,Friday
3660,99540431,1,2017-11-24 12:39:07,2017-11-24 12:48:55,1,1.3,1,N,144,261,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,November,Friday
3661,106637192,2,2017-12-16 11:48:50,2017-12-16 11:53:04,2,0.75,1,N,186,230,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,December,Saturday
3662,59185016,2,2017-07-12 06:22:09,2017-07-12 06:27:31,3,1.69,1,N,68,50,2,7.0,0.0,0.5,0.0,0.0,0.3,7.8,July,Wednesday
3663,39842247,1,2017-05-17 12:23:13,2017-05-17 12:35:36,1,0.7,1,N,237,236,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15,May,Wednesday
3664,76477402,1,2017-09-11 21:50:36,2017-09-11 22:10:30,2,3.2,1,N,211,233,1,15.5,0.5,0.5,3.35,0.0,0.3,20.15,September,Monday
3665,103062174,2,2017-12-05 23:37:16,2017-12-05 23:40:40,1,0.47,1,N,45,144,2,4.0,0.5,0.5,0.0,0.0,0.3,5.3,December,Tuesday
3666,75675033,1,2017-09-09 07:48:08,2017-09-09 07:50:42,1,0.7,1,N,125,113,1,4.5,0.0,0.5,1.3,0.0,0.3,6.6,September,Saturday
3667,7036994,1,2017-01-31 17:11:22,2017-01-31 17:29:13,1,3.1,1,N,211,100,1,13.5,1.0,0.5,3.0,0.0,0.3,18.3,January,Tuesday
3668,13019746,1,2017-02-18 16:44:41,2017-02-18 16:55:44,1,1.1,1,N,234,158,1,8.0,0.0,0.5,1.0,0.0,0.3,9.8,February,Saturday
3669,24911244,1,2017-03-25 11:27:59,2017-03-25 11:36:36,2,1.1,1,N,239,143,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,March,Saturday
3670,39467018,2,2017-05-16 11:37:02,2017-05-16 11:58:09,3,1.02,1,N,229,162,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16,May,Tuesday
3671,1070526,1,2017-01-04 18:13:10,2017-01-04 18:18:31,1,0.9,1,N,170,107,1,5.5,1.0,0.5,1.0,0.0,0.3,8.3,January,Wednesday
3672,10802455,2,2017-02-13 22:07:53,2017-02-13 22:22:14,1,2.68,1,N,125,48,1,12.0,0.5,0.5,2.66,0.0,0.3,15.96,February,Monday
3673,6989351,2,2017-01-31 14:08:06,2017-01-31 14:13:37,1,1.13,1,N,181,181,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,January,Tuesday
3674,5060889,2,2017-01-26 05:56:03,2017-01-26 05:58:57,3,0.99,1,N,48,142,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,January,Thursday
3675,37149458,1,2017-05-02 11:17:35,2017-05-02 11:49:52,1,3.2,1,N,113,48,1,21.0,0.0,0.5,4.35,0.0,0.3,26.15,May,Tuesday
3676,95714526,2,2017-11-11 19:33:59,2017-11-11 19:53:06,1,2.17,1,N,162,234,1,13.0,0.0,0.5,3.45,0.0,0.3,17.25,November,Saturday
3677,109779065,1,2017-12-27 15:01:16,2017-12-27 15:05:37,1,0.4,1,N,170,161,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,December,Wednesday
3678,45398915,2,2017-05-26 22:17:25,2017-05-26 22:25:50,2,1.09,1,N,164,233,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,May,Friday
3679,67642948,2,2017-08-10 09:02:13,2017-08-10 09:19:06,1,2.94,1,N,142,166,1,14.0,0.0,0.5,0.0,0.0,0.3,14.8,August,Thursday
3680,81354279,2,2017-09-27 21:14:43,2017-09-27 21:21:04,1,1.27,1,N,107,79,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,September,Wednesday
3681,71006976,1,2017-08-22 20:14:33,2017-08-22 20:30:05,2,2.7,1,N,186,143,2,12.5,0.5,0.5,0.0,0.0,0.3,13.8,August,Tuesday
3682,18611104,2,2017-03-11 17:06:50,2017-03-11 17:08:17,1,0.17,1,N,24,166,2,3.0,0.0,0.5,0.0,0.0,0.3,3.8,March,Saturday
3683,26810381,2,2017-04-01 14:46:21,2017-04-01 15:10:43,2,3.52,1,N,74,140,1,16.0,0.0,0.5,0.0,0.0,0.3,16.8,April,Saturday
3684,82021457,2,2017-09-29 21:24:47,2017-09-29 22:11:55,1,18.38,2,N,158,132,1,52.0,0.0,0.5,12.26,8.5,0.3,73.56,September,Friday
3685,28119739,2,2017-04-05 14:50:23,2017-04-05 14:57:44,1,0.67,1,N,237,237,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,April,Wednesday
3686,79516797,1,2017-09-21 20:59:40,2017-09-21 21:03:51,4,0.8,1,N,106,40,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,September,Thursday
3687,59993998,1,2017-07-14 16:07:52,2017-07-14 16:25:09,1,1.4,1,N,114,79,1,11.5,1.0,0.5,1.5,0.0,0.3,14.8,July,Friday
3688,83564811,2,2017-10-05 02:07:29,2017-10-05 02:15:51,1,2.14,1,N,162,236,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,October,Thursday
3689,89014257,2,2017-10-22 01:40:07,2017-10-22 02:02:54,5,3.04,1,N,148,211,1,16.0,0.5,0.5,4.32,0.0,0.3,21.62,October,Sunday
3690,36416329,2,2017-04-29 22:43:01,2017-04-29 23:19:41,1,4.72,1,N,246,140,2,24.0,0.5,0.5,0.0,0.0,0.3,25.3,April,Saturday
3691,94089587,2,2017-11-06 22:36:30,2017-11-06 22:39:20,1,0.53,1,N,114,113,1,4.0,0.5,0.5,1.32,0.0,0.3,6.62,November,Monday
3692,92166308,2,2017-11-01 01:33:25,2017-11-01 02:01:09,1,7.77,1,N,230,181,1,26.0,0.5,0.5,5.46,0.0,0.3,32.76,November,Wednesday
3693,18624644,1,2017-03-05 20:15:12,2017-03-05 20:21:41,1,0.9,1,N,142,239,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75,March,Sunday
3694,80447471,1,2017-09-24 20:12:41,2017-09-24 20:19:11,1,1.6,1,N,163,90,1,7.0,0.5,0.5,1.65,0.0,0.3,9.95,September,Sunday
3695,101619733,2,2017-12-01 15:39:27,2017-12-01 15:52:11,1,1.73,1,N,161,107,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36,December,Friday
3696,78551216,2,2017-09-18 12:56:10,2017-09-18 13:03:13,6,0.84,1,N,262,236,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,September,Monday
3697,13968326,2,2017-02-21 21:08:45,2017-02-21 21:17:02,3,1.57,1,N,263,141,1,8.0,0.5,0.5,1.4,0.0,0.3,10.7,February,Tuesday
3698,12540645,2,2017-02-17 08:31:13,2017-02-17 08:46:35,1,1.78,1,N,234,161,1,11.0,0.0,0.5,1.5,0.0,0.3,13.3,February,Friday
3699,86150302,2,2017-10-13 09:56:14,2017-10-13 10:03:19,1,1.41,1,N,74,75,1,7.0,0.0,0.5,1.95,0.0,0.3,9.75,October,Friday
3700,72590818,2,2017-08-28 21:48:03,2017-08-28 21:50:02,1,0.52,1,N,239,239,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,August,Monday
3701,7288883,1,2017-02-01 12:55:03,2017-02-01 12:57:38,1,0.3,1,N,161,163,1,3.5,0.0,0.5,1.0,0.0,0.3,5.3,February,Wednesday
3702,19870841,1,2017-03-09 12:52:34,2017-03-09 13:26:49,1,10.8,1,N,79,138,1,35.0,0.0,0.5,14.0,0.0,0.3,49.8,March,Thursday
3703,8806705,1,2017-02-05 17:43:06,2017-02-05 17:55:46,1,2.2,1,N,13,144,1,11.0,0.0,0.5,2.35,0.0,0.3,14.15,February,Sunday
3704,36416265,1,2017-04-29 22:42:48,2017-04-29 22:56:01,1,5.0,1,N,262,79,1,16.5,0.5,0.5,3.55,0.0,0.3,21.35,April,Saturday
3705,41484387,1,2017-05-09 19:14:26,2017-05-09 19:31:18,1,3.6,1,N,88,52,1,14.0,1.0,0.5,3.15,0.0,0.3,18.95,May,Tuesday
3706,111075273,2,2017-01-01 02:15:23,2017-01-01 02:22:51,6,0.75,1,N,164,233,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,January,Sunday
3707,57810046,1,2017-07-07 05:59:26,2017-07-07 06:05:50,1,1.8,1,N,162,50,1,7.5,0.0,0.5,1.5,0.0,0.3,9.8,July,Friday
3708,96723200,2,2017-11-15 00:47:31,2017-11-15 01:04:53,1,2.73,1,N,114,233,1,13.5,0.5,0.5,2.96,0.0,0.3,17.76,November,Wednesday
3709,70757524,2,2017-08-21 21:21:34,2017-08-21 21:48:20,1,9.17,1,N,144,41,2,28.5,0.5,0.5,0.0,0.0,0.3,29.8,August,Monday
3710,69786890,2,2017-08-18 07:21:22,2017-08-18 07:24:50,1,0.55,1,N,162,162,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,August,Friday
3711,13470237,1,2017-02-20 02:29:55,2017-02-20 02:57:35,1,7.1,1,N,234,36,2,24.5,0.5,0.5,0.0,0.0,0.3,25.8,February,Monday
3712,55876751,2,2017-06-08 22:54:25,2017-06-08 22:57:21,1,0.59,1,N,80,255,1,4.0,0.5,0.5,1.59,0.0,0.3,6.89,June,Thursday
3713,17796346,2,2017-03-03 20:44:52,2017-03-03 20:51:06,2,1.35,1,N,142,239,1,7.0,0.5,0.5,0.7,0.0,0.3,9.0,March,Friday
3714,58325420,1,2017-07-08 23:06:38,2017-07-08 23:17:38,1,1.6,1,N,249,107,2,9.0,0.5,0.5,0.0,0.0,0.3,10.3,July,Saturday
3715,37996766,2,2017-05-04 21:14:09,2017-05-04 21:24:10,2,1.26,1,N,164,48,2,8.0,0.5,0.5,0.0,0.0,0.3,9.3,May,Thursday
3716,46239495,2,2017-05-30 11:25:41,2017-05-30 11:38:40,1,1.95,1,N,237,239,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56,May,Tuesday
3717,109693036,1,2017-12-27 09:33:16,2017-12-27 09:44:30,1,0.6,1,N,186,230,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,December,Wednesday
3718,111605431,2,2017-01-01 19:12:33,2017-01-01 19:16:56,1,0.95,1,N,158,90,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,January,Sunday
3719,35226338,1,2017-04-10 07:35:29,2017-04-10 07:41:45,1,1.0,1,N,231,12,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,April,Monday
3720,10887644,2,2017-02-14 07:17:06,2017-02-14 07:20:51,6,0.64,1,N,100,230,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,February,Tuesday
3721,44224444,2,2017-05-23 11:50:23,2017-05-23 12:33:21,5,19.18,2,N,166,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,May,Tuesday
3722,21386650,2,2017-03-15 13:26:40,2017-03-15 13:30:46,3,0.37,1,N,141,140,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,March,Wednesday
3723,12097389,2,2017-02-15 23:31:55,2017-02-15 23:41:35,2,2.54,1,N,142,262,1,10.0,0.5,0.5,2.26,0.0,0.3,13.56,February,Wednesday
3724,39783080,1,2017-05-17 08:54:52,2017-05-17 09:04:06,1,1.3,1,N,50,68,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,May,Wednesday
3725,16077716,2,2017-02-28 09:36:26,2017-02-28 09:38:48,1,0.4,1,N,237,237,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3,February,Tuesday
3726,42646542,1,2017-05-12 22:18:09,2017-05-12 22:27:35,1,0.7,1,N,107,107,1,7.5,0.5,0.5,1.75,0.0,0.3,10.55,May,Friday
3727,89932474,2,2017-10-25 08:03:58,2017-10-25 08:07:38,1,0.54,1,N,261,87,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,October,Wednesday
3728,95034239,1,2017-11-09 20:29:44,2017-11-09 20:36:07,1,1.1,1,N,143,239,1,6.5,0.5,0.5,1.5,0.0,0.3,9.3,November,Thursday
3729,78921967,2,2017-09-19 19:35:46,2017-09-19 19:47:06,5,1.45,1,N,186,234,1,9.0,1.0,0.5,2.16,0.0,0.3,12.96,September,Tuesday
3730,50579302,2,2017-06-15 10:24:58,2017-06-15 10:29:14,1,0.76,1,N,237,162,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,June,Thursday
3731,57918535,2,2017-07-07 13:39:50,2017-07-07 13:50:24,1,1.09,1,N,262,236,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,July,Friday
3732,104457034,2,2017-12-09 22:13:46,2017-12-09 22:20:11,1,1.04,1,N,163,143,1,6.0,0.5,0.5,1.82,0.0,0.3,9.12,December,Saturday
3733,69223825,1,2017-08-16 09:42:27,2017-08-16 09:52:25,1,1.1,1,N,48,68,1,8.0,0.0,0.5,1.75,0.0,0.3,10.55,August,Wednesday
3734,13612394,1,2017-02-20 16:58:03,2017-02-20 16:58:15,1,0.6,1,N,265,265,3,2.5,0.0,0.5,0.0,0.0,0.3,3.3,February,Monday
3735,35904814,2,2017-04-12 10:28:04,2017-04-12 10:40:47,3,1.25,1,N,170,163,1,9.5,0.0,0.5,1.0,0.0,0.3,11.3,April,Wednesday
3736,80100040,2,2017-09-23 18:28:56,2017-09-23 18:38:34,2,1.33,1,N,90,48,1,8.0,0.0,0.5,1.58,0.0,0.3,10.38,September,Saturday
3737,69106214,2,2017-08-15 20:24:38,2017-08-15 20:44:08,2,9.11,1,N,138,49,1,26.5,0.5,0.5,8.34,0.0,0.3,36.14,August,Tuesday
3738,101075173,2,2017-11-29 22:20:05,2017-11-29 22:28:40,2,1.31,1,N,170,234,1,7.5,0.5,0.5,2.64,0.0,0.3,11.44,November,Wednesday
3739,40929291,2,2017-05-08 07:44:48,2017-05-08 07:57:44,2,1.52,1,N,75,236,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96,May,Monday
3740,33498328,1,2017-04-23 09:33:06,2017-04-23 09:36:34,1,0.9,1,N,263,262,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,April,Sunday
3741,35982351,2,2017-04-12 13:57:46,2017-04-12 14:04:16,3,0.45,1,N,246,48,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,April,Wednesday
3742,13879609,2,2017-02-21 16:12:26,2017-02-21 16:18:19,1,0.62,1,N,239,142,2,5.5,1.0,0.5,0.0,0.0,0.3,7.3,February,Tuesday
3743,10117311,2,2017-02-11 23:05:50,2017-02-11 23:18:11,1,2.02,1,N,211,13,1,10.0,0.5,0.5,3.39,0.0,0.3,14.69,February,Saturday
3744,81347921,1,2017-09-27 20:44:30,2017-09-27 21:03:42,1,2.4,1,N,234,237,1,13.0,0.5,0.5,2.0,0.0,0.3,16.3,September,Wednesday
3745,93954289,1,2017-11-06 14:50:42,2017-11-06 15:23:09,1,3.0,1,N,141,236,1,20.5,0.0,0.5,6.35,0.0,0.3,27.65,November,Monday
3746,90955735,1,2017-10-28 03:50:43,2017-10-28 04:06:46,1,3.3,1,N,246,229,1,13.5,0.5,0.5,2.95,0.0,0.3,17.75,October,Saturday
3747,90781294,2,2017-10-27 18:16:40,2017-10-27 18:26:05,1,0.99,1,N,231,125,2,7.5,1.0,0.5,0.0,0.0,0.3,9.3,October,Friday
3748,62943780,2,2017-07-24 19:04:42,2017-07-24 19:48:23,1,20.6,2,N,132,151,1,52.0,4.5,0.5,9.0,5.76,0.3,72.06,July,Monday
3749,68025914,1,2017-08-11 15:50:53,2017-08-11 16:04:26,1,0.7,1,N,48,163,1,9.5,0.0,0.5,2.06,0.0,0.3,12.36,August,Friday
3750,87800081,1,2017-10-18 14:07:00,2017-10-18 14:12:34,1,0.6,1,N,231,231,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,October,Wednesday
3751,5627779,2,2017-01-29 16:11:49,2017-01-29 16:28:32,1,2.73,1,N,43,186,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8,January,Sunday
3752,26399723,1,2017-03-31 12:51:04,2017-03-31 12:57:10,1,0.3,1,N,87,87,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,March,Friday
3753,17333301,2,2017-03-02 19:16:28,2017-03-02 19:25:50,2,1.17,1,N,161,141,1,7.5,1.0,0.5,1.5,0.0,0.3,10.8,March,Thursday
3754,86876541,1,2017-10-15 13:59:28,2017-10-15 14:05:53,3,1.0,1,N,87,45,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,October,Sunday
3755,67483095,2,2017-08-09 18:47:29,2017-08-09 19:25:30,2,9.49,1,N,50,189,2,32.5,1.0,0.5,0.0,0.0,0.3,34.3,August,Wednesday
3756,20994698,2,2017-03-13 14:47:17,2017-03-13 15:05:05,2,1.7,1,N,170,50,2,11.5,0.0,0.5,0.0,0.0,0.3,12.3,March,Monday
3757,34308828,1,2017-04-25 18:12:10,2017-04-25 18:20:56,1,1.2,1,N,231,114,1,7.5,1.0,0.5,1.85,0.0,0.3,11.15,April,Tuesday
3758,1815594,1,2017-01-21 00:34:58,2017-01-21 00:54:04,2,3.6,1,N,114,141,1,15.5,0.5,0.5,3.0,0.0,0.3,19.8,January,Saturday
3759,68541940,1,2017-08-13 15:36:57,2017-08-13 15:51:55,1,2.8,1,N,238,68,1,12.5,0.0,0.5,3.3,0.0,0.3,16.6,August,Sunday
3760,35824214,2,2017-04-29 08:50:03,2017-04-29 08:53:43,5,1.13,1,N,162,141,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,April,Saturday
3761,101749453,2,2017-12-01 21:19:34,2017-12-01 21:40:41,1,2.33,1,N,230,114,1,14.0,0.5,0.5,3.06,0.0,0.3,18.36,December,Friday
3762,32455037,2,2017-04-28 20:43:59,2017-04-28 20:44:08,1,0.0,5,N,164,164,2,25.0,0.0,0.5,0.0,0.0,0.3,25.8,April,Friday
3763,19596414,2,2017-03-08 17:54:36,2017-03-08 18:02:24,2,1.4,1,N,142,238,1,7.5,1.0,0.5,1.86,0.0,0.3,11.16,March,Wednesday
3764,10135390,2,2017-02-11 23:57:03,2017-02-12 00:06:45,5,2.25,1,N,140,142,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,February,Sunday
3765,103673886,2,2017-12-07 19:48:18,2017-12-07 20:15:48,1,2.82,1,N,230,236,2,17.0,1.0,0.5,0.0,0.0,0.3,18.8,December,Thursday
3766,78638932,1,2017-09-18 18:04:21,2017-09-18 18:33:07,1,16.0,1,N,132,150,2,44.0,1.0,0.5,0.0,0.0,0.3,45.8,September,Monday
3767,109954376,2,2017-12-28 09:57:55,2017-12-28 10:10:09,1,1.76,1,N,143,238,1,10.0,0.0,0.5,2.16,0.0,0.3,12.96,December,Thursday
3768,61196966,1,2017-07-18 21:10:34,2017-07-18 21:19:21,1,1.6,1,N,249,186,1,8.5,0.5,0.5,1.95,0.0,0.3,11.75,July,Tuesday
3769,82746790,2,2017-10-02 11:04:36,2017-10-02 11:24:37,1,4.67,1,N,87,100,2,17.0,0.0,0.5,0.0,0.0,0.3,17.8,October,Monday
3770,66472389,2,2017-08-05 22:15:16,2017-08-05 22:18:51,1,0.62,1,N,137,233,2,4.5,0.5,0.5,0.0,0.0,0.3,5.8,August,Saturday
3771,18431278,1,2017-03-05 10:04:22,2017-03-05 10:19:40,1,3.6,1,N,68,263,1,14.0,0.0,0.5,2.95,0.0,0.3,17.75,March,Sunday
3772,88216767,1,2017-10-19 19:01:46,2017-10-19 19:45:28,1,10.8,1,N,138,143,1,38.5,1.0,0.5,9.2,5.76,0.3,55.26,October,Thursday
3773,73461743,2,2017-09-01 02:37:42,2017-09-01 03:23:17,1,9.21,1,N,48,129,2,35.0,0.5,0.5,0.0,0.0,0.3,36.3,September,Friday
3774,11814827,1,2017-02-15 08:13:33,2017-02-15 08:21:43,1,1.9,1,N,234,125,2,8.5,0.0,0.5,0.0,0.0,0.3,9.3,February,Wednesday
3775,83780803,1,2017-10-05 18:36:57,2017-10-05 19:10:16,1,3.5,1,N,161,125,1,21.0,1.0,0.5,3.42,0.0,0.3,26.22,October,Thursday
3776,35098863,2,2017-04-27 21:08:26,2017-04-27 21:26:04,1,8.3,1,N,142,243,2,25.0,0.5,0.5,0.0,0.0,0.3,26.3,April,Thursday
3777,43967873,2,2017-05-20 20:52:00,2017-05-20 21:03:10,1,1.38,1,N,107,148,1,8.5,0.5,0.5,1.96,0.0,0.3,11.76,May,Saturday
3778,83715729,2,2017-10-05 15:13:47,2017-10-05 15:48:02,3,5.16,1,N,13,230,1,24.0,0.0,0.5,4.96,0.0,0.3,29.76,October,Thursday
3779,18140790,1,2017-03-04 17:18:12,2017-03-04 18:24:02,1,11.3,1,N,138,48,1,45.5,1.0,0.5,10.55,5.54,0.3,63.39,March,Saturday
3780,46756873,1,2017-05-31 22:53:50,2017-05-31 23:00:09,1,1.7,1,N,162,107,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0,May,Wednesday
